,facebook414,facebook348,aves-weaver-social,bio-SC-TS,CAG_mat72,ENZYMES123,ENZYMES8,reptilia-tortoise-network-bsv,reptilia-tortoise-network-cs,reptilia-tortoise-network-fi,reptilia-tortoise-network-lm,reptilia-tortoise-network-mc,reptilia-tortoise-network-pv,reptilia-tortoise-network-sg
0,0.3064210522142954,0.22269166051622497,0.20000295169108667,0.9211118566340593,0.04703047302068601,0.09116044563714684,0.016079112251829834,0.3253874106271273,0.393367169575193,0.4765607192805185,0.11814639838882747,0.040834845735026645,0.05826239207873018,0.01621621621621712
1,0.29947188819183174,0.20622646681087545,0.2110100183516451,0.9010314668522768,0.0018776690222534554,0.05806071323312759,-0.1049397121742515,0.350174985652214,0.4150803931470058,0.49784129759327217,0.25612252099654187,0.1522935779816511,0.04020871700429679,-0.06684491978609716
2,0.29850788825603486,0.21591181101730625,0.22761659578689236,0.905594880384893,0.019543979479558323,0.024610822831727126,-0.05958284140102292,0.32548940747381255,0.2580710533289685,0.4444003877120249,0.21277712186803066,0.04895104895104821,0.1922192095965824,-0.3548387096774195
3,0.290004655616822,0.2223056009254052,0.19395045575602293,0.9020688633909967,0.032520366117469085,0.08408942100832387,0.18134403209628894,0.4027242053181291,0.3945560879625412,0.4139633548054038,0.0703124999999998,-0.00873362445414839,0.24915981593506037,-0.39999999999999913
4,0.2623662125687358,0.2164770346100654,0.1495949271220628,0.905860940119722,0.013525456490419765,0.07581907799362142,-0.007184241019698623,0.314234991809929,0.27492676747684286,0.45936124819592256,0.10527590234452917,0.14386792452830158,0.16401047920532685,0.09433962264150947
5,0.2946892780151491,0.22493311794949564,0.16384035277775374,0.900729005554499,0.07185091618435703,-0.008101101749838217,0.12738942374773343,0.2844934152102908,0.27599112465581316,0.4256901778719662,0.08931197024736146,-0.08641975308641979,0.012459534743657597,0.12218649517684876
6,0.28195099325937945,0.21038566698766847,0.14524536846990851,0.8955487919005057,0.08310047524487327,0.14062033999403445,-0.11130939103279071,0.32230260720344805,0.37444315528626504,0.4603286154799992,-0.006509375277704061,0.1349419124218057,0.165762330742533,0.16906474820143882
7,0.32119784801135054,0.22833891555124658,0.17019297395560648,0.9034692425388063,0.0009290674366243287,-0.00824742268041221,-0.048998310403088705,0.33434869569519327,0.4187206487180235,0.46351157058150866,0.028722546704190548,0.24242424242424235,0.006523534269199076,0.21250000000000066
8,0.2648340155242465,0.2200145979696401,0.1895029276912231,0.9008152901517472,0.06335041635566467,0.03230011587485539,-0.14495571397710108,0.30954791727394965,0.3738993834190785,0.42697966891289524,0.09037550674983927,0.15502793296089373,-0.0547263681592039,-0.12299465240641669
9,0.2603566012759294,0.2088029413002859,0.21731223469598682,0.8997787987982262,0.04786619041741961,0.02288451303885056,0.05755338572676119,0.2782065286553233,0.38305338154301544,0.4916685814400318,0.14875920833757605,-0.2057502246181494,-0.024330900243308848,-0.2580645161290317
10,0.29901983267203963,0.21388150712991014,0.1915102141198589,0.9109227384742723,0.005583646127338155,0.1340823970037457,0.11022147607671023,0.32752076469210706,0.32299645348792116,0.4251140637761685,0.015795104147001936,-0.21484918793503477,0.039521881627144706,0.30496453900709247
11,0.28717993648835843,0.22592826185795684,0.1527528628838592,0.9128285737465898,0.05426178960903775,-0.04736995059575693,-0.0026645350386353796,0.2880345574076764,0.524558222085037,0.442490069261181,0.1330308993405531,0.09869646182495423,0.07964885300525444,0.09233791748526576
12,0.2676843726524354,0.2012828487829024,0.20957313084355617,0.8943368766379599,0.08172333697896346,0.058060713233126636,0.12913992297817728,0.2654941288321993,0.3370688533125082,0.4415886089250691,0.08509291162352382,0.0009560229445509592,0.1070417126674028,-0.13207547169811412
13,0.2800539174976136,0.20429838143070223,0.2291995711607012,0.9032091311379187,0.07707968105301409,0.07417387604595072,0.007744021785380745,0.2956111170726476,0.3706457499251026,0.44686645608794456,0.10328506142797776,0.004524886877827832,-0.12975474630092582,0.09259259259259284
14,0.28242994538349686,0.21927106590967585,0.21173972219718815,0.9092898166911122,0.04247444363718867,-0.010162470062787683,0.08857757023200656,0.23763922249927033,0.33028756487920513,0.4420104317514895,0.12914747626656684,0.12224108658743628,0.10513344869173112,0.06319702602230479
15,0.31176324134117384,0.21915792725877384,0.19548129779985762,0.895188495894404,0.05581306426079891,0.15502032676229183,0.0528465662496808,0.26046146044884777,0.3847773688011767,0.4095687779552246,0.10669617952455411,0.19948018193632247,0.061591457113331874,-0.17209302325581444
16,0.29121796014650425,0.20989105529011037,0.18736784512477017,0.9203748842187639,0.0490822580823245,0.12555134497111267,0.06150591553709919,0.3167942453676551,0.321215826435917,0.4548820475040319,0.018859124959920856,-0.18120805369127607,0.25723716249120715,0.1833333333333349
17,0.2930125990923359,0.21477558920354797,0.15067005382241797,0.9124744895356346,0.06171211358580302,0.10567970204841598,0.0036779730281978973,0.27503458000603503,0.30445869776482054,0.4684717174799566,0.09947552447552463,0.04009433962264176,0.021484455851306067,0.05567451820128535
18,0.3156562515960865,0.22377769885474225,0.1634219160431905,0.9104919098408711,0.06067608585869416,0.1954042699134013,0.12688398177357155,0.26444111637410594,0.3870772540845832,0.4343492603598053,0.1225550164258905,-0.3211488250652742,-0.005167958656330816,-0.17914438502673966
19,0.2733214663060171,0.22592998878119758,0.21287094256182143,0.9058972135641512,0.023897320146790094,0.10650069156293251,0.04048084582518653,0.22916405466399203,0.3529613649735244,0.4039649054118683,0.08342566439350185,-0.04901960784313712,0.022522131574379673,-0.01941747572815581
20,0.29081710317581055,0.21886003095477677,0.18240598434058067,0.9165893093403232,0.08309080222559503,0.040752351097178376,-0.1509904622156997,0.37742284010882493,0.3166932691788692,0.46643594701502356,0.11370407149950287,-0.22396576319543485,0.15152500722752238,0.14126394052044636
21,0.2589020283800918,0.23102988649199313,0.1756674494916037,0.9116258726339166,0.036773710310212517,0.10149750415973392,0.03873995704399036,0.30526958579641794,0.43598323837086594,0.4659794453787245,0.0668491190968599,0.02077151335311557,0.0369460112812249,0.014662756598240779
22,0.3125430448535984,0.21067019695135994,0.186063942409062,0.9063475329868376,0.03304599106331781,0.0855068168346176,0.11019536019536025,0.3352229277188134,0.41924418179305667,0.4353405832880567,0.02283343159040406,-0.2692307692307694,0.0994120993741703,0.0567375886524812
23,0.26933133514971497,0.2070221073981923,0.16954429280563368,0.9106238181805488,0.033085984709009586,0.08266506782582642,0.029346023505660186,0.31931983236682276,0.4926037218619855,0.44780912865159345,0.0963827084999296,-0.10476190476190489,0.03580468255642277,-0.3548387096774195
24,0.2997699560013173,0.2110388136931517,0.16619960502366973,0.8920103439070732,0.040598540526676906,0.030225627926777424,0.12534097108565273,0.32114406597258527,0.28886296100486775,0.4633056672626881,-0.0889770407869096,0.08392056374119136,-0.012409995764506283,-0.05755395683453534
25,0.3042315494077373,0.2002312096661592,0.14790098586319025,0.9165306960954057,0.06632247443339702,0.05699745547073703,-0.11411411411411393,0.26307822820922433,0.4023204183812804,0.4641546171016964,0.13702494486926142,0.13074712643678105,-0.16432337434094899,0.08252427184465977
26,0.29508009604741386,0.19716726701234422,0.1656150388284101,0.9100601063234373,0.02025192907247586,-0.012067578439261546,-0.12663952962460412,0.2661956448112306,0.3585762722863033,0.4291920872029482,0.24701699409425132,-0.12820512820512836,-0.055038321074018674,0.24663677130044903
27,0.24590877736564773,0.22147017750619943,0.165367250073602,0.9080129917634314,0.026147834149647036,0.17668899830494852,-0.02920134326178968,0.3141230922817853,0.342664366661572,0.4870336355813293,0.11728561782579383,-0.05629139072847717,0.062322771544815726,-0.10804020100502362
28,0.2989940169959822,0.2149024285650127,0.20585411533240972,0.9064336687852649,0.045850367964184374,-0.0053254908194896675,0.07639760211905834,0.3121440474487409,0.45627509485394335,0.4240598851755402,0.13231895223420603,-0.11725846407927341,0.005228974020255581,0.2446043165467602
29,0.3098407672694103,0.21574024944171225,0.2411593798646453,0.9152645458056474,0.06855122416403431,-0.015514809590973065,0.08456042249145719,0.3239280704913836,0.28845052269798077,0.4690187270221697,0.054556588543116645,-0.13762927605409692,-0.03213519313304705,-0.2574850299401184
30,0.26551701751011747,0.2107774488124166,0.15786069649593248,0.8983945412727395,0.019222979616164457,0.154412996148049,-0.09861602432818202,0.24886910591255776,0.4317432687678234,0.4006692464929279,0.2426344926308402,0.3958333333333347,-0.1336157305721157,-0.5521739130434803
